,Topic,Context
64,Sinh viên có được phép tự ý chuyển giao/đổi chỗ ở phòng Ký túc xá cho sinh viên khác?,"Không, nếu sinh viên muốn đổi phòng cần được sự đồng ý của bộ phận Quản lý Ký túc xá. Sinh viên không có nhu cầu ở Ký túc xá phải làm thủ tục check out để bộ phận Quản lý Ký túc cho cho sinh viên khác đăng ký check in theo đúng quy định."
65,"Sinh viên có được phép cho bạn bè, người thân ngủ lại qua đêm?","Không. Nếu có bạn bè/người thân ở lại, sinh viên có thể đăng ký với bộ phận Quản lý Ký túc xá để đăng ký cho người thân/bạn bè nghỉ tại phòng khách (nếu còn phòng để đáp ứng, phí lưu trú tại phòng khách theo quy định tài chính)."
66,Có được phép nấu ăn trong Ký túc xá?,Không
67,Có được phép nuôi các loại vật nuôi trong Ký túc xá?,Không
68,Các thiết bị được phép mang vào Ký túc xá?,"- Sinh viên được phép mang các thiết bị sau vào Ký túc xá: Tivi, 01 tủ lạnh dung tích dưới 110L/phòng, quạt, bàn là, ấm điện, đèn học.  - Sinh viên muốn được mang các thiết bị khác cần phải được sự đồng ý của bộ phận Quản lý Ký túc xá.  - Đồng thời sinh viên cũng không được phép tự lắp đặt thiết bị, đồ dùng cá nhân ảnh hưởng đến thiết kế ban đầu của phòng Ký túc xá."
69,Cách thức xin cấp giấy xác nhận sinh viên?,"Giấy xác nhận sinh viên bao gồm các loại: Giấy xác nhận tình trạng học tập (đang học tập bình thường, đang bảo lưu, đã hoàn thành chương trình học, đã tốt nghiệp, đã thôi học…); Giấy xác nhận để vay vốn ngân hàng; giấy xác nhận để hưởng ưu đãi giáo dục; giấy giới thiệu đăng ký xe máy; giấy xác nhận để làm vé tháng xe buyt (theo mẫu của Bộ Giao thông vận tải, có dán ảnh cá nhân).  Cách thức đề nghị cấp giấy xác nhận như sau:  - Bước 1: Cần có số dư 20,000đ trong tài khoản ví FAP tương đương lệ phí xác nhận sinh viên  - Bước 2: Đăng nhập FAP => Thủ tục/Đơn từ => Xin xác nhận sinh viên: Trình bày mục đích và nhập chính xác thông tin địa chỉ vào ô cập nhật địa chỉ.  Thời hạn trả kết quả: Sau 1-2 ngày làm việc. Sinh viên check phản hồi tại mục ""Xem đơn"""
70,Cách thức xin cấp Bảng điểm quá trình?,"- Bước 1: Cần có số dư 100,000đ trong tài khoản ví FAP tương đương lệ phí xin cấp bảng điểm quá trình (sinh viên được xin tối đa 5 bản)  - Bước 2: Đăng nhập FAP => Thủ tục/Đơn từ => Gửi đơn => Chọn loại đơn => Đề nghị cấp bảng điểm quá trình.  Sau khi gửi đơn, sinh viên sẽ check phản hồi của bộ phận xử lý tại mục ""Xem đơn"" sau 2 ngày làm việc"
71,Sinh viên có được đăng ký sử dụng phòng học không?,"Sinh viên có thể đăng ký book phòng học vào slot 7, 8 các ngày để phục vụ mục đích học tập. Sinh viên đăng ký book phòng bằng cách liên hệ với phòng dịch vụ sinh viên qua email hoặc đăng ký trực tiếp tại quầy."
72,Cách đăng ký làm lại thẻ sinh viên?,"Sinh viên đăng ký qua email hoặc trực tiếp tại phòng Dịch vụ sinh viên.  Lệ phí làm lại thẻ sinh viên liên kết ngân hàng: 100,000đ  Thời gian chờ nhận thẻ: Trong vòng 1 tháng.  Ngoài thẻ sinh viên liên kết ngân hàng, sinh viên có thể đăng ký làm thẻ sinh viên tạm thời hoặc thẻ không liên kết để được cấp thẻ nhanh hơn."
73,Thời gian đăng ký mua BHYT ?,Hàng năm Nhà trường sẽ cho sinh viên đăng ký mua BHYT vào cuối năm khoảng từ tháng 9 đến tháng 12. Thời hạn cụ thể theo thông báo từ phòng Dịch vụ sinh viên được gửi qua email và đăng trên FAP. Sinh viên thuộc đối tượng bắt buộc phải mua BHYT và được hưởng hỗ trợ 30% từ ngân sách Nhà nước.
74,Sinh viên có bắt buộc phải mua BHYT tại Trường không?,"Sinh viên là đối tượng bắt buộc phải mua BHYT, tuy nhiên không bắt buộc phải mua BHYT tại Trường mà có thể đăng ký mua theo hộ gia đình, hoặc theo các diện ưu tiên khác.  Nếu đăng ký tại Trường, sinh viên sẽ được hướng ưu đãi 30% từ ngân sách nhà nước theo quy định của luật BHXH."
75,Sinh viên nghỉ học quá quá 20% thời lượng quy định của học phần,"Sinh viên nghỉ học quá quá 20% thời lượng quy định của học phần sẽ không được thi cuối học phần và phải học lại, trừ trường hợp đặc biệt mà Nhà trường quy định"
76,Xuất trình thẻ sinh viên,Sinh viên phải xuất trình thẻ sinh viên khi vào truòng
77,Sinh viên làm mất thẻ,Sinh viên làm mất thẻ sẽ phải làm thẻ tạm thời tại quầy dịch vụ sinh viên
78,Sinh viên không đeo thẻ,"Sinh viên không đeo thẻ sẽ không được vào lớp học hay sử dụng các dịch vụ tại khu hiệu bộ, giảng đường, thư viện"
79,Học thay hoặc nhờ người khác học thay,Học thay hoặc nhờ người khác học thay sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học
80,"Gian lận trong kỳ thi, kiểm tra, đánh giá trong giờ học, làm đồ án","Gian lận trong kỳ thi, kiểm tra, đánh giá trong giờ học, làm đồ án sẽ bị xử lí theo các hình thức kỷ luật quy định trong Nội quy kỳ thi Trường Đại học FPT"
81,Cố tình chậm nộp hoặc không nộp học phí mà không có lí do chính đáng,Cố tình chậm nộp hoặc không nộp học phí mà không có lí do chính đáng sẽ bị xử lí theo các hình thức kỷ luật quy định trong Quy định tài chính Trường Đại học FPT
82,"Làm hư hỏng, thiệt hại tài sản của nhà trường","Làm hư hỏng, thiệt hại tài sản của nhà trường sẽ xử lý từ khiển trách đến buộc thôi học và phải bồi thường 100% thiệt hại"
83,"Hút thuốc, vứt rác không đúng nơi quy định","Hút thuốc, vứt rác không đúng nơi quy định bị phạt 50000 vnđ/lần vi phạm"
84,"Mang đồ ăn nước uống vào lớp học, thư viện hoặc giảng đường","Mang đồ ăn nước uống vào lớp học, thư viện hoặc giảng đường bị phạt 50000 vnđ/lần vi phạm"
85,"Uống rượu bia trong lớp học, say rượu bia khi đến lớp","Uống rượu bia trong lớp học, say rượu bia khi đến lớp bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học"
86,Xử phạt theo số lần,Bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
87,Đánh bạc dưới mọi hình thức,Đánh bạc dưới mọi hình thức sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
88,"Gian lận trong điểm danh; truy cập trái phép hệ thống hay sửa đổi thông tin và dữ liệu của nhà trường; tấn công, ngăn cản các hệ thống Công nghệ thông tin","Gian lận trong điểm danh; truy cập trái phép hệ thống hay sửa đổi thông tin và dữ liệu của nhà trường; tấn công, ngăn cản các hệ thống Công nghệ thông tin tại trường sẽ xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng đưa ra truy tố trước pháp luật"
89,"Tàng trữ, lưu hành, truy cập, sử dụng sản phẩm văn hoá phẩm đồi truỵ hoặc tham gia các hoạt động mê tín dị đoan, hoạt động tôn giáo trái phép","Tàng trữ, lưu hành, truy cập, sử dụng sản phẩm văn hoá phẩm đồi truỵ hoặc tham gia các hoạt động mê tín dị đoan, hoạt động tôn giáo trái phép sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học"
90,"Buôn bán, vận chuyển, tàng trữ, lôi kéo người khác sử dụng ma tuý ","Buôn bán, vận chuyển, tàng trữ, lôi kéo người khác sử dụng ma tuý sẽ bị buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
91,Sử dụng ma tuý,Sử dụng ma tuý sẽ bị xử lý theo quy định của sinh viên liên quan đến ma tuý
92,"Chứa chấp, môi giới mại dâm","Chứa chấp, môi giới mại dâm sẽ bị buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
93,Hoạt động mại dâm,Hoạt động mại dâm sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học
94,"Lấy cắp tài sản, chứa chấp, tiêu thụ tài sản do lấy cắp mà có","Lấy cắp tài sản, chứa chấp, tiêu thụ tài sản do lấy cắp mà có sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
95,"Chứa chấp, buôn bán vũ khí, chất nổ và hàng cấm theo quy định của Nhà nước","Chứa chấp, buôn bán vũ khí, chất nổ và hàng cấm theo quy định của Nhà nước sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
96,"Đưa thành phần xấu vào khuôn viên trường, KTX gây ảnh hưởng xấu đến an ninh, trật tự nhà trường","Đưa thành phần xấu vào khuôn viên trường, KTX gây ảnh hưởng xấu đến an ninh, trật tự nhà trường sẽ xử lí từ cảnh cáo đến buộc thôi học"
97,"Đánh nhau, tổ chức hoặc tham gia tổ chức đánh nhau","Đánh nhau, tổ chức hoặc tham gia tổ chức đánh nhau sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
98,"Kích động, lôi kéo người khác biểu tình, viết truyền đơn, áp phích trái với luật định","Kích động, lôi kéo người khác biểu tình, viết truyền đơn, áp phích trái với luật định lần 1 sẽ bị đình chỉ vô thời hạn, lần 2 sẽ bị buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
99,"Tham gia biểu tình, tụ tập đông người, khiếu kiện trái quy định của pháp luật","Tham gia biểu tình, tụ tập đông người, khiếu kiện trái quy định của pháp luật sẽ bị xử phạt theo số lần: lần 1 sẽ bị khiển trách; lần 2 cảnh cáo; lần 3 đình chỉ vô thời hạn; lần 4 buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
100,"Đăng tải, bình luận, chia sẻ bài viết có nội dung dung tục, bạo lực, đồi trụy, xâm phạm an ninh quốc gia, chống phá Đảng và Nhà nước, xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên Internet","Đăng tải, bình luận, chia sẻ bài viết có nội dung dung tục, bạo lực, đồi trụy, xâm phạm an ninh quốc gia, chống phá Đảng và Nhà nước, xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên Internet sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
101,"Có hành động quấy rối, dâm ô, xâm hại nhân phẩm, đời tư của người khác","Có hành động quấy rối, dâm ô, xâm hại nhân phẩm, đời tư của người khác sẽ bị xử lí tuỳ theo mức độ từ khiển trách đến buộc thôi học. Nếu nghiêm trọng giao cho cơ quan chức năng xử lý theo quy định của pháp luật"
